Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Arata,2017,New Delhi,E-Commerce,Arata is an e-commerce site for beauty products and cosmetics.,"Dhruv Madhok, Dhruv Bhasin",Dsg Consumer Partners,1000000.0,Pre-series A,2020-01-01
Mpl,2018,Bangalore,Gaming Startup,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Seed,2020-01-01
True Balance,2014,Gurugram,Fintech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee","Ibk Capital, Sb Partners",28000000.0,Seed Round,2020-01-01
Thrive,2020,Mumbai,Foodtech,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",3000000.0,Pre-series A,2020-01-01
Kitchens Centre,2019,New Delhi,Proptech,Kitchens Centre offers turnkey solutions to cloud kitchens.,Lakshay Jain,"Jonathan Swanson, Ankush Gera",3000000.0,Pre-series A,2020-01-01
Prescribe,2019,Chennai,Healthtech,Provide online services to patients by leveraging WhatsApp.,Nived Narayanan,Titan Capital,100000.0,Series A,2020-01-01
Nepra,2006,Ahmedabad,Cleantech,NEPRA Resource Management provides waste management solutions in India.,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",18000000.0,Series C,2020-01-01
Infeedo,2013,Gurugram,Saas Startup,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",Tanmaya Jain,"Peyush Bansal, Ritesh Malik",3200000.0,Series B,2020-01-01
Shilpa Sciences,2014,Bangalore,Healthtech,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,Ashwin Lal,Angellist India,3000000.0,Pre-series A,2020-01-01
Arzooo,2016,Bangalore,Tech Startup,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",3000000.0,Pre series A,2020-01-01
Mindtickle,2011,Pune,Saas Platform,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, Newview Capital",100000000.0,Debt,2020-01-01
Slice,2016,Bangalore,Fintech,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",5000000.0,Debt,2020-01-01
Rapawalk,2017,Bangalore,E-Commerce,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",300000.0,Seed,2020-01-01
Oga Fit'S,2017,Bangalore,Fitness Startup,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat,9Unicorns,3000000.0,Pre-series A,2020-01-01
Laval,2016,Bangalore,Cosmetics,"Laval Cosmetics, affordable makeup for all ages","Shrishti, Prithika",Jazal Group,3000000.0,Pre-series A,2020-01-01
Stride Ventures,2019,New Delhi,Venture Capitalist,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Ishpreet Gandhi,Small Industries Development Bank Of India,80000000.0,Seed Round,2020-01-01
Blacksoil,2016,Mumbai,Fintech,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Unicorn India Ventures,10000000.0,Seed Round,2020-01-01
Biocon,1978,Bangalore,Healthcare,"Biocon is a healthcare and technology, company focused on biotechnology.",Kiran Mazumdar-Shaw,Goldman Sachs,15000000.0,Series C,2020-01-01
Clientjoy,2013,Gujarat,Saas Startup,Client Management Software For Modern Agencies.,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","Letsventure, Jyotsna Bapat",800000.0,Pre-series A,2020-01-01
Xpressbees,2015,Pune,E-Commerce,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Amitava Saha, Supam Maheshwari","Alibaba Group, Innoven Capital",100000000.0,Series C,2020-01-01
Galaxycard,2017,Gurugram,Fintech,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,"Amit Kumar, Gunjeet Singh",India Accelerator,3000000.0,Seed,2020-01-01
Wellness Forever,2008,Mumbai,Healthtech,Wellness Forever is the one-stop destination for wellness,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",100000000.0,Seed,2020-01-01
Mooofarm,2019,Gurugram,Agritech,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",500000.0,Pre-seed,2020-01-01
Bitclass,2020,Bangalore,Paas Startup,BitClass is a PaaS solution which helps teachers set up their independent live classes,"Gunjan Kejriwal, Utsav Tiwary","Aet Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Seed,2020-01-01
Gonuts,2020,Mumbai,Entertainment,Personalised Video shoutouts from favourite celebrity.,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020-01-01
Uolo,2013,Bangalore,Edtech,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",2000000.0,Seed,2020-01-01
Kirana King,2014,"Jaipur, Rajastan",Retail,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Anup Kumar,Rajasthan Venture Capital Fund,900000.0,Pre-series A,2020-01-01
Jade Forest,2016,Delhi,Beverages,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.","Punweet Singh, Shuchir Suri",Sequoia,250000.0,Seed,2020-01-01
Ikure,2010,Kolkata,Healthtech,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",3000000.0,Series A,2020-01-01
Frontrow,2016,Bangalore,Edtech,"Comprehensive courses, taught by idols.","Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",3200000.0,Seed,2020-01-01
Reliance Retail,2006,Mumbai,E-Commerce,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,Mukesh Ambani,"Abu Dhabi Investment Authority, Gic",10000000.0,Pre series A,2020-01-01
Tubbr,2019,"Frisco, Texas, United States",Social Media,World's First Personal Social Network,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners,3000000.0,Series B,2020-01-01
Ather Energy,2013,Bangalore,Automobiles,Ather Energy is a manufacturer of electric scooters.,"Arun Vinayak, Swapnil Jain, Tarun Mehta",Heromotocorp Ltd And Sachin Bansal,35000000.0,Series D,2020-01-01
Routematic,2007,Bangalore,Saas Startup,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"Sriram Kannan, Surajit Das","Vamm Ventures, Naresh Malhotra",2000000.0,Seed,2020-01-01
Livfin,2017,New Delhi,Fintech,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),Rakesh Malhotra,"Deg, Kfw Deg",4700000.0,Series B,2020-01-01
Universal Sportsbiz Pvt Ltd,2012,Bangalore,Fashion Startup,A fashion startup based in Bengaluru.,Anjana Reddy,"Accel, Alteria Capital",3000000.0,Seed Round,2020-01-01
Lattu Kids,2017,Mumbai,Edtech,Lattu kids is an edutainment platform for preschool kids.,Vivek Bhutyani,Mumbai Angels Network,3000000.0,Series A,2020-01-01
Eggoz,2016,Indore,Food & Bevarages,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","Avana Capital, Rebright Partners",1500000.0,Pre-series A,2020-01-01
Steradian Semiconductors,2016,Bangalore,Deeptech,Semiconductor company focused on CMOS millimeter wave products for Radar.,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar And Alok Joshi",Endiya Partners.,3000000.0,Series A,2020-01-01
Charge+Zone,2018,Gujarat,Ev Startup,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.","Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,3000000.0,Pre-series A,2020-01-01
Stones2Milestones,2008,Gurugram,Edtech,Stones2milestones is India (Delhi) Based EdTech Company,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",2000000.0,Bridge,2020-01-01
Udacity,2011,California,Edtech,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.","David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",75000000.0,Debt,2020-01-01
Ajnalens,2014,Thane,Ar/Vr Startup,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, Mod",1000000.0,Bridge,2020-01-01
Gully Network,2019,Bangalore,E-Commerce,Gully Network is a tech-enabled network of mid-sized grocery stores.,"Ajay Nain, Prateek Chaturvedi","Cp Ventures, Orios Venture Partners",1200000.0,Pre-series A,2020-01-01
Turbohire,2018,Hyderabad,Recruitment Startup,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",1000000.0,Seed,2020-01-01
Traya,2016,Mumbai,Healthtech,work with our customers closely to get their hair health sorted for long-term effective results,"Altaf Saiyed, Saloni Anand","Kae Capital, Whiteboard Capital",3000000.0,Seed,2020-01-01
Charcoal Eats,2015,Mumbai,Qsr Startup,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.","Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,2000000.0,Series B,2020-01-01
Mitron Tv,2020,Bangalore,Video Platform,Mitron is a free short videoplatform for next generation,"Shivank Agarwal, Anish Khandelwal",9Unicorns,3000000.0,Seed Round,2020-01-01
Svami,2016,Mumbai,Food & Bevarages,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,Sahil Jatana,"Niren Shah, Rukam Capital Trust",800000.0,Pre series A,2020-01-01
Dhurnia,2018,"Dhingsara, Haryana",Edtech,Developer of an online learning platform intended for various competitive exam preparations.,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",100000.0,Series C,2020-01-01
Expertrons,2019,Mumbai,Edtech,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly",3000000.0,Series C,2020-01-01
Leena Ai,2015,"New York, United States",Ai Startup,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",8000000.0,Series C,2020-01-01
Bizlog,2016,Bangalore,Logistics,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,"Hs Srinivasan, Krishnan Rajan, E.V. Shunmugam",Ian Fund,1000000.0,Pre series A,2020-01-01
Tamasha.Live,2020,Mumbai,Gaming,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, Firstcheque",300000.0,Series A,2020-01-01
Fedo,2017,Bangalore,Ai Startup,Artificial Intelligence based Credit Score for Health,"Arun Mallavarapu, Prasanth Madavana",Aim Smart City,1000000.0,Seed Round,2020-01-01
Fabhotels,2015,Gurugram,Hospitality,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"Adarsh Manpuria, Vaibhav Aggarwal","Rb Investments Pte. Ltd, Goldman Sachs",1000000.0,Pre series A,2020-01-01
Freshokartz,2016,"Jaipur, Rajastan",Agritech,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Pre-series A,2020-01-01
Flexiloans,2016,Mumbai,Fintech,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.","Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,6000000.0,Debt,2020-01-01
Agrix,2020,Patna,Agritech,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.","Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors,3000000.0,Seed Round,2020-01-01
Bharatagri,2017,Pune,Agritech,A Smart Farming Technology Platform for Indian Farmers,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient",3000000.0,Pre-series A,2020-01-01
Freshtohome,2015,Bangalore,E-Commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil,"Ascent Capital, Iron Pillar",121000000.0,Series C,2020-01-01
Credable,2017,Mumbai,Fintech,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Nirav Choksi,Oaks Asset Management,4500000.0,Seed,2020-01-01
Railofy,2019,Mumbai,Transportation,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",5000000.0,Seed,2020-01-01
Finova Capital,2016,"Jaipur, Rajastan",Fintech,Finova Capital is a non-banking financial company.,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital",55000000.0,Series A,2020-01-01
Teachmint,2020,Bangalore,Edtech,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,3500000.0,Seed,2020-01-01
Peel-Works,2010,Mumbai,E-Commerce,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,"Sachin Chhabra, Nidhi Ramachandran","Cesc Ventures, Brun Raschle",3000000.0,Series C,2020-01-01
Janani,2020,Bangalore,Fertility Tech,Janani aims to make the process of infertility treatment and assisted fertilisation easier,Nilay Mehrotra,9Unicorns,200000.0,Pre-seed,2020-01-01
Credgenics,2018,Gurugram,Fintech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",3300000.0,Seed,2020-01-01
Finelistings,2015,New Delhi,Luxury Car Startup,A Used Luxury Car Marketplace,Aneesh Mathur,Justdial,3000000.0,Series B,2020-01-01
Wellversed,2018,New Delhi,Healthcare,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","Klub Works, Shankar Narayanan",3000000.0,Pre-series A,2020-01-01
Jumbotail,2015,Bangalore,E-Commerce,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners And 23 High Networth Individuals (Hnis),11000000.0,Series B2,2020-01-01
Winzo,2018,New Delhi,Gaming Startup,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",2000000.0,Seed,2020-01-01
Mcaffeine,2015,Mumbai,Cosmetics,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Tarun Sharma, Vikas Lachhwani","Rpsg Ventures, Amicus Capital",5000000.0,Series B,2020-01-01
