company,sector,amount,description,year,stage,location,founded,founders,investor
Streak,Financial Services,270000.0,Algorithmic trading platform.,2018,Seed,Bangalore,,,
Kuants,Financial Services,60000.0,Algorithmic trading platform.,2018,Seed,Gurgaon,,,
NiYO Solutions,Finance,13200000.0,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,Series A,Bangalore,,,
Hippo Video,Customer Service,0.0,A video recording and sharing software.,2018,Seed,Chennai,,,
Satvacart,E-Commerce,0.0,Satvacart is a Gurgaon’s largest online supermarket,2018,Seed,Gurgaon,,,
Daaki,Health Care,0.0,Sports Nutrition startup,2018,Angel,Bangalore,,,
Simulanis,Training,500000.0,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,Seed,New Delhi,,,
MY CHIRAAG CAB,Travel,1000000.0,MY CHIRAAG CAB SERVICES PVT LTD,2018,Seed,Jaipur,,,
WOTU,Food and Beverage,0.0,It operates a business-to-business e-commerce portal for food and beverages.,2018,Seed,Bangalore,,,
Flathalt,,50000.0,FInd your Customized Home here.,2018,Angel,Gurgaon,,,
True Elements,Dietary Supplements,600000.0,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,Seed,Pune,,,
Trendlyne Technologies,Financial Services,200000.0,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,Seed,Bangalore,,,
Planys Technologies,Manufacturing,1682400.0,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,Series A,Chennai,,,
HealthPlix,Fitness,3000000.0,HealthPlix is a healthtech startup,2018,Series A,Bangalore,,,
dishq,,400000.0,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,Seed,Bengaluru,,,
Entropik Technology,Artificial Intelligence,1100000.0,The boundaries between Human and Machines are shrinking fast.,2018,Seed,Bengaluru,,,
myHQ,Collaboration,500000.0,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,Series A,Delhi,,,
Trell,,1250000.0,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,Seed,Bangalore City,,,
Kidovators (by GyanLab),Big Data,180000.0,Building future human capital through 21st Century Skills programs for K-12,2018,Seed,Bangalore,,,
Log 9 Materials,Nanotechnology,360000.0,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,Seed,Uttar Pradesh,,,
VTION,Analytics,230400.0,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,Seed,Gurgaon,,,
HousingMan.com,,1236000.0,"New Apartments, Flats for Sale in Bangalore",2018,Seed,Bengaluru,,,
Steradian Semiconductors,,0.0,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,Seed,Bangalore,,,
RupeeCircle,Financial Services,480000.0,RupeeCircle is a new age finance company.,2018,Seed,Mumbai,,,
Wooden Street,E-Commerce,1000000.0,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,Series A,Jaipur,,,
The Ken,Digital Media,1500000.0,The Ken is India’s first subscriptions-only business news site,2018,Series A,Bengaluru,,,
SaffronStays,,2000000.0,SaffronStays connects travellers to India's Incredible hosts.,2018,Seed,Mumbai,,,
Vebbler,File Sharing,0.0,A personal network for close people,2018,Seed,Bengaluru,,,
Foyr,Home Decor,4200000.0,"Foyr.com is India's first online, automated interior designer",2018,Series A,Pune,,,
MEngage,Health Care,175000.0,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,Seed,Jaipur,,,
Inner Being Wellness,,420000.0,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,Angel,Hyderabad,,,
Kobster,E-Commerce,0.0,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,Seed,Chennai,,,
Wishberry,Crowdfunding,1200000.0,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,Series A,Mumbai,,,
McXtra,Finance,1300000.0,McXtra is a digital insurance broking startup.,2018,Seed,Andheri,,,
Magic Crate,Children,0.0,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,Seed,Bangalore,,,
SmartVizX,Software,1450000.0,It is a Virtual Reality Solutions StartUp,2018,Seed,Noida,,,
MySEODoc,,0.0,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,Seed,Delhi,,,
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,,2400.0,Digital Marketing Agency,2018,Seed,Pune,,,
Scale Labs,,1000000.0,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,Seed,Delhi,,,
HungerBox,B2B,4500000.0,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,Series A,Bengaluru,,,
Biryani By Kilo,Catering,1000000.0,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,Seed,Noida,,,
Wholesome Habits (EAT Anytime),Food and Beverage,500000.0,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,Seed,Mumbai,,,
GoBumpr,Automotive,600000.0,Car Service and Bike Service Mobile App,2018,Seed,Mylapore,,,
Fixpocket,Computer,250000.0,Fixpocket is a internet-based startup.,2018,Seed,Ahmedabad,,,
edureka!,Android,2000000.0,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,Series A,Bangalore,,,
Hashtag Loyalty Private Limited,Analytics,0.0,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,Seed,Mumbai,,,
Wow Express,Delivery,4500000.0,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,Series A,Mumbai,,,
ZunRoof,Environmental Consulting,199200.0,ZunRoof is a rooftop focused solar startup.,2018,Angel,Gurgaon,,,
Eggoz,Food and Beverage,144000.0,Eggoz is a full-stack layer poultry business operator & service provider .,2018,Angel,Indore,,,
Sqrrl Fintech,Big Data,1000000.0,Personal Finance,2018,Seed,Gurgaon,,,
GalaxyCard,Finance,0.0,GalaxyCard is a mobile based Instant credit card.,2018,Seed,Noida,,,
IndiQube,Commercial Real Estate,15000000.0,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,Series A,Bengaluru,,,
EGK Foods,Food and Beverage,240000.0,A food processing enterprise registered with StartUp India .,2018,Seed,Mumbai,,,
NirogStreet,Apps,300000.0,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,Seed,Gurgaon,,,
Pixr8,Digital Media,50000.0,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,Seed,Ghaziabad,,,
Nivesh.com,Finance,360000.0,Nivesh.com is a mass market mutual funds investment platform.,2018,Seed,Noida,,,
Theranosis Life Sciences,Biotechnology,0.0,A fully functioning cell culture facility and molecular biology setup.,2018,Seed,Hyderabad,,,
Poshmiles Online Solutions Private Limited,Travel,0.0,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,Seed,Bengaluru,,,
Reculta,Education,0.0,A campus recruitment solution provider.,2018,Seed,Noida,,,
Orbo.ai,Internet,0.0,Orbo is a computer vision and deep facial technology company.,2018,Seed,Mumbai,,,
Inntot Technologies,Consumer Electronics,0.0,"Inntot Technologies, is a technology driven company.",2018,Seed,Kochi,,,
Zoctr Health,Apps,0.0,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,Seed,Powai,,,
Hey Deedee,Delivery Service,396000.0,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,Seed,Mumbai,,,
DigiConnectt Technologys,Information Services,125000.0,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,Seed,Bengaluru,,,
Locus.sh,Big Data,4000000.0,Locus is an intelligent logistics automation platform.,2018,Series A,Bangalore,,,
Sports Flashes Pvt. Ltd,Basketball,1000000.0,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,Seed,New Delhi,,,
Inc42,Media and Entertainment,0.0,Inc42 is one of the leading tech media publications of India.,2018,Seed,New Delhi,,,
Picxy,Internet,130000.0,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,Seed,Guntur,,,
Huddle,Consulting,300000.0,A coworking incubator Company.,2018,Seed,Haryana,,,
Benepik,Human Resources,0.0,HR Technology start-up.,2018,Seed,Gurgaon,,,
Cash Suvidha,Finance,1000000.0,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,Seed,New Delhi,,,
Smartcoin,Big Data,2000000.0,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,Seed,Bangalore,,,
Carmel Organics,Agriculture,0.0,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,Series A,Indore,,,
Roadcast,,250000.0,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,Angel,New Delhi,,,
Printline Media(ThePrint),Digital Media,418800.0,A digital news platform.,2018,Seed,New Delhi,,,
Creditas Solutions,Financial Services,0.0,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,Seed,Gurgaon,,,
UrbanPiper,Software,0.0,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,Seed,Bengaluru,,,
Doxper,Health Care,864000.0,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,Seed,Mumbai,,,
i2ifunding,Crowdfunding,600000.0,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,Angel,Noida,,,
ShakeDeal,B2B,0.0,Home of B2B Commerce,2018,Seed,Bangalore,,,
HelloVerify,Fraud Detection,0.0,HelloVerify is an online background check platform.,2018,Seed,Noida,,,
Fasal,Agriculture,120000.0,Climate Smart Precision Agriculture Platform,2018,Seed,Bengaluru,,,
CoinGeto,Cryptocurrency,1440000.0,CoinGeto is one of India’s most advanced digital assets exchange.,2018,Seed,Delhi,,,
Avail Finance,Finance,17200000.0,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,Series A,Bangalore,,,
Tripeur,Information Technology,600000.0,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,Seed,Bengaluru,,,
Wedeterna,Wedding,0.0,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,Angel,Bangalore,,,
Stumagz,Digital Media,0.0,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,Seed,Hyderabad,,,
Doubtnut,E-Learning,420000.0,Gurgaon based E-learning platform.,2018,Seed,Gurgaon,,,
MCaffeine,Consumer Goods,384000.0,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,Seed,Mumbai,,,
TrustCheckr,Information Technology,100000.0,A Bengaluru-based fraud analytics solution provider .,2018,Angel,Bengaluru,,,
HealthAssure,Fitness,1000000.0,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,Seed,Mumbai,,,
Picture TIme,Digital Entertainment,3000000.0,Operator of low-cost mobile cinema theatres in rural areas.,2018,Seed,New Delhi,,,
1Crowd,Crowdsourcing,3500000.0,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,Angel,Mumbai,,,
Aarav Unmanned Systems,Delivery,0.0,Professional Drones for Enterprise Applications,2018,Seed,Bangalore,,,
Wellthy Therapeutics Pvt Ltd,Health Care,1620000.0,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,Seed,Mumbai,,,
Nua,Consumer Goods,0.0,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018,Seed,Mumbai,,,
Kuvera.in,Financial Services,250000.0,An online platform for mutual fund investments.,2018,Angel,Bangalore,,,
Livehealth,Health Care,1100000.0,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,Seed,Pune,,,
Gramophone,Farming,1000000.0,An agricultural inputs startup Company.,2018,Seed,Indore,,,
Ora,Business Travel,0.0,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,2018,Seed,Kolkata,,,
Buddy4Study.com,Career Planning,3000000.0,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,Series A,Noida,,,
Predible Health,Medical Device,0.0,Healthcare devices for cancer detection,2018,Seed,Bangalore,,,
Syncremedies Healthcare Pvt Ltd,Alternative Medicine,0.0,"Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",2018,Seed,Bangalore,,,
Blueleaf Cyberspace Systems,Internet,0.0,Bluleaf Cyberspace is Cloud Based Software Company.,2018,Seed,Bangalore,,,
Toffee,,1500000.0,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",2018,Seed,Gurgaon,,,
